AircraftName,VariantName,Range
Mikoyan-Gurevich MiG-29K,200-22,6036.14
Mikoyan-Gurevich MiG-29K,A-49,4225.06
Mikoyan-Gurevich MiG-29K,LR-36,742.62
Mikoyan-Gurevich MiG-29K,Max-10,4074.58
Sukhoi Su-35,ER-39,3563.68
Sukhoi Su-35,Neo-66,7066.58
Sukhoi Su-35,LR-24,5488.32
Sukhoi Su-35,100-10,7611.15
Sukhoi Su-47,200-83,1763.28
Sukhoi Su-47,LR-7,6468.8
Sukhoi Su-47,B-42,5113.1
Sukhoi Su-47,200-45,4767.24
Shenyang J-8,B-87,3490.35
Shenyang J-8,Max-33,2069.67
Shenyang J-8,100-50,4589.71
Shenyang J-8,B-40,3058.3
Shenyang J-11,Neo-36,5028.04
Shenyang J-11,Neo-97,3691.13
Shenyang J-11,B-13,5995.46
Shenyang J-11,LR-44,618.3
Shenyang J-16,Mk.I-24,5917.33
Shenyang J-16,200-91,5305.81
Shenyang J-16,Neo-43,7400.58
Shenyang J-16,Max-67,7826.04
Hindustan HAL Tejas,ER-80,1891.29
Hindustan HAL Tejas,LR-45,2435.84
Hindustan HAL Tejas,Mk.I-28,4257.39
Hindustan HAL Tejas,Mk.I-27,5087.79
Mirage III,200-34,3919.52
Mirage III,Mk.I-60,7230.85
Mirage III,ER-58,3562.92
Mirage III,200-48,6923.5
Mirage F1,ER-13,1136.96
Mirage F1,B-71,7697.76
Mirage F1,200-48,7687.76
Mirage F1,A-25,7732.4
Mitsubishi F-1,200-3,3060.69
Mitsubishi F-1,ER-65,4761.36
Mitsubishi F-1,ER-64,5655.59
Mitsubishi F-1,200-22,7544.57
Aichi M58,Max-39,4998.72
Aichi M58,200-34,3691.5
Aichi M58,B-9,2503.2
Aichi M58,ER-97,2874.74
Kawanishi H8K,100-61,2715.48
Kawanishi H8K,100-65,3072.32
Kawanishi H8K,200-67,3261.59
Kawanishi H8K,Max-2,3375.65
Kawanishi N1K,LR-38,6419.15
Kawanishi N1K,Neo-46,7038.83
Kawanishi N1K,Neo-29,6781.71
Kawanishi N1K,200-12,6199.29
Yak-9,Neo-10,7544.17
Yak-9,B-42,695.22
Yak-9,200-70,1064.36
Yak-9,Neo-47,2365.19
Yak-55,Max-52,1262.91
Yak-55,A-12,4428.12
Yak-55,100-29,6773.65
Yak-55,100-51,3842.07
Il-76 Candid,100-66,5438.25
Il-76 Candid,B-36,1680.91
Il-76 Candid,Neo-85,1745.93
Il-76 Candid,Neo-23,2097.55
Il-86 Candidate,Neo-1,3886.19
Il-86 Candidate,Mk.I-76,3520.53
Il-86 Candidate,LR-14,4268.67
Il-86 Candidate,A-81,1489.34
Il-96,B-44,3896.21
Il-96,100-26,4643.22
Il-96,100-96,2777.35
Il-96,Neo-13,7851.04
Tu-22M3 Backfire-C,100-41,6098.52
Tu-22M3 Backfire-C,LR-83,5400.15
Tu-22M3 Backfire-C,100-26,1143.71
Tu-22M3 Backfire-C,ER-37,1338.78
Tu-142,LR-99,1135.97
Tu-142,Mk.I-35,6970.56
Tu-142,LR-27,5944.37
Tu-142,Max-17,3802.26
Tu-134,A-36,3684.28
Tu-134,ER-60,2647.45
Tu-134,Max-9,2964.46
Tu-134,A-38,6047.45
Tu-154,Neo-56,1991.9
Tu-154,100-39,3122.16
Tu-154,Neo-66,6807.97
Tu-154,B-2,4035.11
Tu-204,ER-6,3514.65
Tu-204,B-95,7145.74
Tu-204,100-73,2418.03
Tu-204,B-27,5197.09
AeroStar 300,Neo-11,7326.33
AeroStar 300,Mk.I-78,1749.35
AeroStar 300,100-61,6923.5
AeroStar 300,Neo-96,2296.66
SkyRider 7X,Neo-70,4677.85
SkyRider 7X,B-95,2659.65
SkyRider 7X,B-13,7933.71
SkyRider 7X,A-11,4124.73
ThunderHawk 2000,Max-40,7517.95
ThunderHawk 2000,100-61,1885.58
ThunderHawk 2000,Neo-47,4174.32
ThunderHawk 2000,Neo-70,4663.87
Nimbus Pro,LR-36,6809.74
Nimbus Pro,A-89,3665.4
Nimbus Pro,A-49,6792.01
Nimbus Pro,A-95,5719.53
Falcon 900,LR-36,3099.55
Falcon 900,Mk.I-76,6550.16
Falcon 900,200-92,5949.93
Falcon 900,Neo-5,2685.64
AeroVortex 150,100-87,814.36
AeroVortex 150,LR-55,670.57
AeroVortex 150,100-15,3480.58
AeroVortex 150,Neo-35,4850.31
Orion 7,LR-38,3705.47
Orion 7,B-57,7403.93
Orion 7,ER-17,7095.91
Orion 7,LR-78,2044.42
Zephyr 3,LR-61,6041.49
Zephyr 3,100-15,7200.83
Zephyr 3,Max-5,1319.15
Zephyr 3,Max-4,6421.03
StratoCore 500,ER-75,7145.59
StratoCore 500,Max-31,2504.28
StratoCore 500,Max-80,6073.36
StratoCore 500,Max-32,564.13
Velocity 12,A-59,2461.45
Velocity 12,200-87,7977.64
Velocity 12,Mk.I-71,6065.35
Velocity 12,200-63,5160.19
AeroLynx 250,B-11,2256.61
AeroLynx 250,LR-58,5608.89
AeroLynx 250,Mk.I-35,4885.65
AeroLynx 250,A-4,7630.79
Eclipse 88,B-94,732.4
Eclipse 88,Neo-64,7503.02
Eclipse 88,Neo-57,1283.22
Eclipse 88,B-87,3223.26
AeroPulse 600,ER-75,1714.08
AeroPulse 600,ER-89,3629.59
AeroPulse 600,Neo-33,4741.66
AeroPulse 600,LR-27,2409.52
SkyBlade 14,Neo-36,4658.14
SkyBlade 14,Neo-38,3149.47
SkyBlade 14,200-3,1339.64
SkyBlade 14,LR-98,6136.62
NitroGlide 33,ER-32,3206.81
NitroGlide 33,B-92,777.53
NitroGlide 33,Max-73,3968.53
NitroGlide 33,LR-74,2692.11
AeroMaverick 101,200-63,6033.02
AeroMaverick 101,Neo-97,5698.03
AeroMaverick 101,A-86,1831.78
AeroMaverick 101,ER-99,6818.65
HorizonX 45,Neo-78,1037.72
HorizonX 45,ER-65,2223.6
HorizonX 45,Neo-35,4296.79
HorizonX 45,100-2,3072.36
AeroFlare 77,100-15,5286.43
AeroFlare 77,200-65,1733.88
AeroFlare 77,B-38,7825.9
AeroFlare 77,Max-11,4891.99
CloudCutter 210,Neo-37,2582.69
CloudCutter 210,200-28,5939.86
CloudCutter 210,B-19,5387.79
CloudCutter 210,Max-52,721.14
AeroSprint 450,Neo-83,5263.08
AeroSprint 450,Mk.I-88,5761.44
AeroSprint 450,Max-64,901.76
AeroSprint 450,Neo-11,6757.38
AeroEclipse 30,Mk.I-60,6248.36
AeroEclipse 30,Mk.I-56,1814.56
AeroEclipse 30,200-53,4098.53
AeroEclipse 30,Mk.I-53,5585.57
AeroRaven 6,Max-11,6321.42
AeroRaven 6,B-92,3840.11
AeroRaven 6,Max-14,7138.87
AeroRaven 6,ER-76,2916.05
AeroStriker 92,Mk.I-45,955.97
AeroStriker 92,Mk.I-28,7899.04
AeroStriker 92,Neo-66,5875.24
AeroStriker 92,Max-4,6412.28
AeroPioneer 19,Max-21,7103.29
AeroPioneer 19,ER-62,6943.91
AeroPioneer 19,Neo-33,7209.62
AeroPioneer 19,Mk.I-55,3119.28
AeroSpear 5,Max-64,6465.62
AeroSpear 5,100-84,1152.07
AeroSpear 5,ER-17,7856.53
AeroSpear 5,100-74,5235.32
AeroMight 1000,LR-8,2438.44
AeroMight 1000,LR-7,3855.32
AeroMight 1000,B-62,1131.54
AeroMight 1000,B-78,4910.06
AeroZenith 22,200-33,808.44
AeroZenith 22,Mk.I-56,5429.56
AeroZenith 22,Mk.I-65,1898.34
AeroZenith 22,100-73,5653.59
AeroFlux 13,A-87,6819.5
AeroFlux 13,ER-89,625.98
AeroFlux 13,100-85,5367.45
AeroFlux 13,ER-32,1069.7
AeroApex 4,ER-3,7996.99
AeroApex 4,Mk.I-86,7431.05
AeroApex 4,Neo-23,2465.38
AeroApex 4,LR-27,6741.89
AeroTempest 16,100-22,3773.39
AeroTempest 16,B-32,7564.33
AeroTempest 16,B-27,7096.52
AeroTempest 16,Max-15,3181.95
AeroRider 888,200-83,4200.26
AeroRider 888,A-87,4328.49
AeroRider 888,Max-39,6252.51
AeroRider 888,200-64,3556.37
AeroQuasar 11,A-5,5417.01
AeroQuasar 11,LR-73,6163.09
AeroQuasar 11,Max-74,2649.47
AeroQuasar 11,ER-42,786.39
AeroCeleris 25,Mk.I-60,1223.36
AeroCeleris 25,A-52,3332.22
AeroCeleris 25,Mk.I-33,1588.68
AeroCeleris 25,LR-91,3794.14
AeroBlitz 7,100-27,2268.35
AeroBlitz 7,Neo-18,1595.94
AeroBlitz 7,LR-78,7498.55
AeroBlitz 7,LR-33,2492.34
AeroNova 200,100-82,7933.56
AeroNova 200,B-45,2187.28
AeroNova 200,Max-29,3711.67
AeroNova 200,Max-25,4729.53
AeroVanguard 17,B-38,1526.04
AeroVanguard 17,LR-93,4855.19
AeroVanguard 17,ER-20,2665.58
AeroVanguard 17,LR-57,6655.39
AeroGale 9,Max-63,1792.04
AeroGale 9,200-83,7175.2
AeroGale 9,Mk.I-98,4233.65
AeroGale 9,100-13,6842.02
AeroStrider 31,A-28,1811.4
AeroStrider 31,LR-32,1768.08
AeroStrider 31,Mk.I-33,5348.68
AeroStrider 31,100-44,3775.95
AeroVeloce 42,B-98,4459.31
AeroVeloce 42,A-40,2878.43
AeroVeloce 42,ER-42,1718.27
AeroVeloce 42,B-89,5814.47
AeroZenithAlpha 5,Mk.I-5,7849.05
AeroZenithAlpha 5,Max-5,7688.94
AeroZenithAlpha 5,100-10,872.02
AeroZenithAlpha 5,B-40,3275.1
AeroMercury 13,Mk.I-45,1444.79
AeroMercury 13,Mk.I-28,7782.89
AeroMercury 13,Neo-47,5647.54
AeroMercury 13,A-17,4560.85
AeroNova 300,200-57,6466.9
AeroNova 300,Neo-38,1841.78
AeroNova 300,B-70,6058.23
AeroNova 300,200-19,5448.33
AeroSolaris 55,LR-45,1278.41
AeroSolaris 55,Max-92,1161.85
AeroSolaris 55,Mk.I-3,1057.18
AeroSolaris 55,ER-17,2366.89
AeroPinnacle 112,Max-57,7642.55
AeroPinnacle 112,100-15,6936.17
AeroPinnacle 112,200-66,6517.04
AeroPinnacle 112,B-19,6656.52
AeroFusion 8,ER-75,5522.38
AeroFusion 8,100-18,4154.0
AeroFusion 8,100-57,6543.98
AeroFusion 8,Mk.I-74,6748.35
AeroRaptor 19,A-28,3984.74
AeroRaptor 19,Mk.I-43,1224.34
AeroRaptor 19,200-86,3802.06
AeroRaptor 19,ER-83,2127.25
AeroVanguard 2.0,Neo-13,3953.02
AeroVanguard 2.0,Neo-61,5426.01
AeroVanguard 2.0,Neo-69,7776.46
AeroVanguard 2.0,A-60,6551.55
AeroQuill 7,100-94,4715.49
AeroQuill 7,100-66,4614.68
AeroQuill 7,100-34,3451.38
AeroQuill 7,100-83,7557.49
AeroHelix 15,Mk.I-4,1974.05
AeroHelix 15,200-14,1178.31
AeroHelix 15,Neo-37,5934.33
AeroHelix 15,200-15,1093.69
AeroNova 400,Neo-63,4006.95
AeroNova 400,A-60,1711.05
AeroNova 400,Mk.I-31,7511.91
AeroNova 400,A-36,4563.73
AeroStrato 99,100-65,4030.8
AeroStrato 99,Max-9,2355.87
AeroStrato 99,Mk.I-65,578.35
AeroStrato 99,A-60,5605.13
AeroEcho 8,200-15,4346.84
AeroEcho 8,100-83,971.62
AeroEcho 8,100-69,3947.01
AeroEcho 8,LR-68,4214.28
AeroNova 500,Max-78,2080.95
AeroNova 500,Max-74,3429.43
AeroNova 500,LR-98,4679.87
AeroNova 500,Neo-70,4463.47
AeroSprint 333,100-94,6782.32
AeroSprint 333,ER-83,5253.42
AeroSprint 333,Neo-28,2633.77
AeroSprint 333,Mk.I-1,5902.53
AeroVista 14,B-26,572.22
AeroVista 14,B-94,6626.73
AeroVista 14,200-2,7096.1
AeroVista 14,Mk.I-67,2001.65
AeroZen 19,B-56,6094.44
AeroZen 19,Mk.I-47,1204.99
AeroZen 19,B-21,6534.94
AeroZen 19,100-45,1197.59
AeroLux 5,200-66,3140.45
AeroLux 5,ER-50,2251.69
AeroLux 5,B-92,5520.24
AeroLux 5,100-91,7411.93
AeroRift 6,Neo-96,7835.86
AeroRift 6,Neo-33,5731.88
AeroRift 6,B-39,7651.66
AeroRift 6,Neo-68,2055.21
AeroPulse 101,100-23,1976.71
AeroPulse 101,100-9,6228.83
AeroPulse 101,A-38,5535.0
AeroPulse 101,200-71,526.77
AeroVelocity 21,Mk.I-24,7639.23
AeroVelocity 21,200-41,3858.19
AeroVelocity 21,A-5,1321.57
AeroNimbus 12,200-59,4395.41
AeroNimbus 12,LR-87,2014.12
AeroNimbus 12,A-5,4089.25
AeroNimbus 12,A-28,1175.48
AeroTitan 33,Max-26,6090.69
AeroTitan 33,Max-39,2921.18
AeroTitan 33,100-25,7279.95
AeroTitan 33,100-83,7623.04
AeroAegis 9,LR-11,4479.89
AeroAegis 9,200-2,583.07
AeroAegis 9,200-28,4105.4
AeroAegis 9,200-89,4801.78
AeroCrest 3,B-94,7016.68
AeroCrest 3,LR-60,3691.14
AeroCrest 3,ER-97,6536.72
AeroCrest 3,100-88,4987.85
AeroMeteo 18,Max-13,1110.58
AeroMeteo 18,Max-61,4143.26
AeroMeteo 18,200-99,7756.43
AeroMeteo 18,A-65,4248.11
AeroGlint 10,Max-94,1183.65
AeroGlint 10,Neo-93,7496.73
AeroGlint 10,A-23,4549.72
AeroGlint 10,LR-24,3514.71
AeroRally 110,Max-25,5975.76
AeroRally 110,Max-94,598.71
AeroRally 110,Neo-29,6487.66
AeroRally 110,LR-35,1645.51
AeroVibe 45,B-5,6097.74
AeroVibe 45,100-20,4250.21
AeroVibe 45,A-40,1541.58
AeroVibe 45,Neo-95,943.45
AeroZenith 2.5,A-30,4810.49
AeroZenith 2.5,LR-79,6002.97
AeroZenith 2.5,LR-95,2787.47
AeroZenith 2.5,100-41,4609.43
AeroCeler 77,Mk.I-88,4247.32
AeroCeler 77,ER-19,4862.14
AeroCeler 77,100-95,5882.9
AeroCeler 77,200-77,2031.02
AeroForge 22,Mk.I-19,985.14
AeroForge 22,B-55,4856.9
AeroForge 22,Neo-77,3364.62
AeroForge 22,A-18,1609.27
AeroSpectra 3,Max-72,2231.97
AeroSpectra 3,ER-47,3770.65
AeroSpectra 3,Mk.I-78,2406.3
AeroSpectra 3,Neo-7,5770.32
AeroPulse 202,200-7,935.97
AeroPulse 202,Max-42,3137.83
AeroPulse 202,Max-32,1969.48
AeroPulse 202,A-77,563.63
AeroVelvet 66,200-90,6944.68
AeroVelvet 66,B-19,5393.67
AeroVelvet 66,100-41,2618.45
AeroVelvet 66,Neo-18,3799.68
AeroBlade 14,100-79,1561.74
AeroBlade 14,Mk.I-74,2406.51
AeroBlade 14,Neo-32,3853.93
AeroBlade 14,200-17,941.08
AeroNebula 13,Neo-63,7207.83
AeroNebula 13,200-32,5838.1
AeroNebula 13,B-98,1828.08
AeroNebula 13,200-23,1667.83
AeroAquila 5,ER-5,511.32
AeroAquila 5,Neo-2,5650.77
AeroAquila 5,LR-73,597.41
AeroAquila 5,LR-84,2815.44
AeroRanger 88,B-5,2668.2
AeroRanger 88,Max-29,1878.89
AeroRanger 88,B-68,7303.92
AeroRanger 88,B-2,2785.22
AeroFrost 20,100-18,3949.07
AeroFrost 20,B-30,703.56
AeroFrost 20,200-15,611.13
AeroFrost 20,B-90,4066.53
AeroGlide 90,A-9,2467.84
AeroGlide 90,ER-97,7407.53
AeroGlide 90,Mk.I-57,5977.62
AeroGlide 90,Max-64,6835.03
AeroPulse 555,100-83,5608.46
AeroPulse 555,ER-3,3635.36
AeroPulse 555,200-92,7979.83
AeroPulse 555,200-30,3788.69
AeroVista 2023,100-41,4015.85
AeroVista 2023,A-48,6167.84
AeroVista 2023,ER-62,2552.11
AeroVista 2023,ER-5,5366.04
AeroSpearhead 7,LR-3,2568.03
AeroSpearhead 7,Max-65,734.76
AeroSpearhead 7,Mk.I-57,1966.85
AeroSpearhead 7,B-57,5497.35
AeroNimbus 2.0,200-76,1297.73
AeroNimbus 2.0,A-95,781.29
AeroNimbus 2.0,B-45,5739.69
AeroNimbus 2.0,A-28,2954.92
AeroAurora 12,100-31,1915.79
AeroAurora 12,100-34,1466.37
AeroAurora 12,100-42,1920.84
AeroAurora 12,200-7,6884.32
AeroQuantum 4,Neo-5,2693.53
AeroQuantum 4,100-17,2454.0
AeroQuantum 4,A-18,1284.35
AeroQuantum 4,Mk.I-45,6489.34
AeroOrbit 99,200-10,809.88
AeroOrbit 99,Max-31,606.82
AeroOrbit 99,LR-14,7845.76
AeroOrbit 99,B-19,6072.71
AeroVortex 9,B-35,7713.5
AeroVortex 9,LR-35,7906.82
AeroVortex 9,Mk.I-72,4135.59
AeroVortex 9,ER-86,4670.59
AeroCobalt 17,100-22,2068.67
AeroCobalt 17,ER-16,5829.64
AeroCobalt 17,200-64,5135.92
AeroCobalt 17,A-23,4544.0
AeroFalcon 300,200-30,5475.02
AeroFalcon 300,A-25,7181.15
AeroFalcon 300,Max-5,5453.27
AeroFalcon 300,100-14,760.6
AeroStellar 8,A-35,1157.26
AeroStellar 8,Mk.I-96,4851.96
AeroStellar 8,ER-51,2196.36
AeroStellar 8,200-93,1785.64
AeroPinnacle 300,B-34,4671.51
AeroPinnacle 300,Neo-99,4743.21
AeroPinnacle 300,Neo-52,7288.48
AeroPinnacle 300,200-12,988.69
AeroNova 750,200-76,7425.23
AeroNova 750,Mk.I-31,5144.52
AeroNova 750,200-93,6225.52
AeroNova 750,200-22,7438.18
AeroRaptor 200,B-31,7767.8
AeroRaptor 200,B-4,6049.02
AeroRaptor 200,A-28,1331.16
AeroZen 2021,A-26,3806.12
AeroZen 2021,B-70,7549.24
AeroZen 2021,100-87,6964.86
AeroZen 2021,Neo-88,3687.19
AeroGlide 101,A-92,6263.4
AeroGlide 101,100-15,2604.26
AeroGlide 101,Mk.I-76,2544.37
AeroGlide 101,Max-26,5641.84
AeroSpear 40,A-40,6427.26
AeroSpear 40,100-37,3606.23
AeroSpear 40,Mk.I-51,2480.47
AeroSpear 40,Max-87,7313.64
AeroFlare 88,A-15,2988.21
AeroFlare 88,ER-67,2813.23
AeroFlare 88,Neo-99,6374.21
AeroFlare 88,Mk.I-68,723.67
AeroZenith 4.2,100-46,600.04
AeroZenith 4.2,ER-77,3615.04
AeroZenith 4.2,Mk.I-45,5538.85
AeroZenith 4.2,Mk.I-51,6975.48
AeroNova Prime,100-66,7826.7
AeroNova Prime,Mk.I-94,6989.25
AeroNova Prime,ER-50,1649.03
AeroNova Prime,Max-65,4724.1
Sukhoi Su-35 Flanker-E,ER-60,7321.36
Sukhoi Su-35 Flanker-E,Mk.I-11,4300.97
Sukhoi Su-35 Flanker-E,100-72,6178.74
Sukhoi Su-35 Flanker-E,Max-76,1941.5
CH-47 Chinook,LR-60,4552.79
CH-47 Chinook,ER-77,7833.13
CH-47 Chinook,100-21,7183.11
CH-47 Chinook,200-53,644.62
Lockheed Martin F-104 Starfighter,Max-76,760.93
Lockheed Martin F-104 Starfighter,LR-27,549.19
Lockheed Martin F-104 Starfighter,B-94,2660.09
Lockheed Martin F-104 Starfighter,200-70,4764.51
Albatros D.III,Neo-66,748.14
Albatros D.III,Neo-56,5747.9
Albatros D.III,ER-89,6690.64
Albatros D.III,Mk.I-86,5099.73
Hansa-Brandenburg C.1,100-45,7044.47
Hansa-Brandenburg C.1,ER-32,2203.58
Hansa-Brandenburg C.1,Mk.I-92,765.57
Hansa-Brandenburg C.1,100-29,4620.68
PZL P.51 Polonia,B-78,2726.14
PZL P.51 Polonia,Mk.I-84,1761.39
PZL P.51 Polonia,100-92,762.34
PZL P.51 Polonia,LR-78,5745.27
Lockheed Martin F-100 Super Sabre,B-19,1563.83
Lockheed Martin F-100 Super Sabre,Neo-68,6696.42
Lockheed Martin F-100 Super Sabre,LR-8,4418.51
Lockheed Martin F-100 Super Sabre,ER-80,7622.96
General Dynamics F-111 Aardvark,ER-1,1882.55
General Dynamics F-111 Aardvark,Neo-35,7236.01
General Dynamics F-111 Aardvark,A-65,6608.9
General Dynamics F-111 Aardvark,200-43,3601.54
Dassault Mirage III,B-21,3768.5
Dassault Mirage III,Mk.I-86,1669.19
Dassault Mirage III,Max-56,1132.44
Dassault Mirage III,200-10,2285.51
Lockheed Martin F-80 Shooting Star,B-4,5971.77
Lockheed Martin F-80 Shooting Star,100-53,814.18
Lockheed Martin F-80 Shooting Star,100-20,2752.26
Lockheed Martin F-80 Shooting Star,Max-56,3458.02
Convair B-58 Hustler,Mk.I-89,3913.9
Convair B-58 Hustler,A-57,6080.89
Convair B-58 Hustler,200-65,4604.14
Convair B-58 Hustler,B-4,6119.16
Northrop Grumman X-47B,Neo-3,2718.81
Northrop Grumman X-47B,200-69,3176.9
Northrop Grumman X-47B,ER-16,2660.75
Northrop Grumman X-47B,Mk.I-4,6400.27
Lockheed Martin SR-72 Darkstar,100-21,7480.84
Lockheed Martin SR-72 Darkstar,ER-50,3201.73
Lockheed Martin SR-72 Darkstar,100-86,7897.46
Lockheed Martin SR-72 Darkstar,B-40,3925.62
Airbus A330 MRTT,B-81,3203.46
Airbus A330 MRTT,200-3,1672.59
Airbus A330 MRTT,Neo-46,4371.35
Airbus A330 MRTT,Max-67,7789.67
Boeing 737 MAX,Neo-96,2366.74
Boeing 737 MAX,B-87,7869.17
Boeing 737 MAX,Neo-85,2395.2
Boeing 737 MAX,100-37,1609.69
Boeing 777-200ER,Max-32,7692.77
Boeing 777-200ER,200-11,977.59
Boeing 777-200ER,Max-95,6439.47
Boeing 777-200ER,Mk.I-86,1631.8
Lockheed Martin L-1011 TriStar,100-77,2439.54
Lockheed Martin L-1011 TriStar,Neo-57,1914.06
Lockheed Martin L-1011 TriStar,200-93,6026.33
Lockheed Martin L-1011 TriStar,ER-16,4903.24
Airbus A380 Flying Fortress,100-22,6071.33
Airbus A380 Flying Fortress,100-45,3522.31
Airbus A380 Flying Fortress,B-27,1454.64
Airbus A380 Flying Fortress,B-92,5281.1
Mitsubishi MRJ,Neo-56,4951.48
Mitsubishi MRJ,Max-21,1018.36
Mitsubishi MRJ,200-1,4009.92
Mitsubishi MRJ,100-28,2616.12
COMAC C919,A-5,6017.94
COMAC C919,Max-54,4471.63
COMAC C919,Mk.I-53,2067.74
COMAC C919,100-66,7160.69
Embraer ERJ-190,Max-5,7537.87
Embraer ERJ-190,ER-97,5489.49
Embraer ERJ-190,B-60,6292.7
Embraer ERJ-190,200-75,1549.81
North American T-6 Texan II,LR-33,3192.28
North American T-6 Texan II,Mk.I-7,3208.92
North American T-6 Texan II,Max-74,6057.92
North American T-6 Texan II,Max-1,3735.74
Lockheed Martin F-117 Nighthawk,100-34,6053.15
Lockheed Martin F-117 Nighthawk,200-57,6601.28
Lockheed Martin F-117 Nighthawk,200-47,838.7
Lockheed Martin F-117 Nighthawk,A-60,6673.35
Boeing 5G Pegasus,B-69,6121.98
Boeing 5G Pegasus,100-66,2177.98
Boeing 5G Pegasus,200-91,3738.9
Boeing 5G Pegasus,Max-25,739.71
Lockheed F-92 Firecracker,100-27,1845.09
Lockheed F-92 Firecracker,A-54,7003.75
Lockheed F-92 Firecracker,A-96,1231.28
Lockheed F-92 Firecracker,Neo-95,4770.0
Grumman F-9F Cougar,ER-35,3365.33
Grumman F-9F Cougar,200-65,1586.82
Grumman F-9F Cougar,100-87,6934.55
Northrop F-5 Tiger,Neo-29,1483.42
Northrop F-5 Tiger,B-39,867.82
Northrop F-5 Tiger,Max-67,7467.56
Northrop F-5 Tiger,B-51,7784.69
Cessna 337 Skymaster,B-98,4567.96
Cessna 337 Skymaster,100-94,2385.07
Cessna 337 Skymaster,LR-69,7753.41
Cessna 337 Skymaster,ER-7,6412.64
Daher TBM 900,200-92,3441.53
Daher TBM 900,Neo-95,1171.93
Daher TBM 900,100-79,5792.83
Daher TBM 900,ER-54,1324.09
Grob G-120TP,Mk.I-35,7599.76
Grob G-120TP,ER-97,6130.63
Grob G-120TP,A-59,3993.92
Grob G-120TP,B-48,1773.99
Piaggio P.180 Avanti,B-3,3409.86
Piaggio P.180 Avanti,LR-23,7923.45
Piaggio P.180 Avanti,Mk.I-92,1741.39
Piaggio P.180 Avanti,200-77,6709.59
Hawker 400XP,B-4,3299.18
Hawker 400XP,ER-51,1449.24
Hawker 400XP,Max-13,2295.24
Hawker 400XP,100-57,826.81
Eurofighter EF-2000,LR-84,2548.17
Eurofighter EF-2000,200-27,3525.5
Eurofighter EF-2000,LR-87,6578.36
Eurofighter EF-2000,B-70,5705.66
Hiller OH-23 Cascade,Neo-35,7045.28
Hiller OH-23 Cascade,Max-33,6787.08
Hiller OH-23 Cascade,100-80,693.44
Hiller OH-23 Cascade,B-23,2647.2
Kawasaki Ki-100,B-94,3136.96
Kawasaki Ki-100,LR-10,7879.46
Kawasaki Ki-100,Max-37,3621.88
Kawasaki Ki-100,LR-61,5283.35
Henschel Hs 129,LR-54,657.09
Henschel Hs 129,Mk.I-94,7439.27
Henschel Hs 129,ER-54,7944.12
Henschel Hs 129,B-43,1430.36
Vapor Zephyr,Max-6,6492.12
Vapor Zephyr,Neo-47,836.62
Vapor Zephyr,B-23,7071.74
Vapor Zephyr,B-65,7751.76
Aquila-1,LR-8,2874.72
Aquila-1,100-49,3891.91
Aquila-1,100-51,2300.1
Aquila-1,LR-43,7106.34
SkyRider 7,LR-61,4097.95
SkyRider 7,B-19,7872.37
SkyRider 7,A-17,1419.37
SkyRider 7,200-42,2668.26
Aether-9,200-57,6706.29
Aether-9,100-84,4074.81
Aether-9,Max-11,4826.82
Aether-9,100-77,1127.54
Helios-X1,Max-11,5906.14
Helios-X1,100-61,2454.91
Helios-X1,100-96,2880.46
Helios-X1,Neo-79,3045.8
Nebula-3,B-11,5959.69
Nebula-3,A-35,2390.69
Nebula-3,Mk.I-76,4542.15
Nebula-3,LR-99,6002.29
Titan-900,ER-19,7651.72
Titan-900,A-92,3676.76
Titan-900,ER-32,4870.63
Titan-900,Max-14,7317.0
Chronos-01,Max-1,5226.71
Chronos-01,200-41,4734.5
Chronos-01,Neo-40,6473.56
Chronos-01,Max-59,5965.34
Orion-200,200-81,1021.8
Orion-200,ER-16,517.32
Orion-200,B-5,3041.35
Orion-200,200-82,4602.58
Jupiter-IV,ER-60,7727.03
Jupiter-IV,100-9,990.78
Jupiter-IV,100-14,3973.63
Jupiter-IV,Mk.I-33,5111.71
Airbus A350XWB,200-69,5941.72
Airbus A350XWB,200-57,3029.95
Airbus A350XWB,Mk.I-57,3325.47
Airbus A350XWB,Mk.I-68,2913.4
McDonnell Douglas F/A-18E/F Super Hornet,B-16,769.87
McDonnell Douglas F/A-18E/F Super Hornet,200-53,2947.36
McDonnell Douglas F/A-18E/F Super Hornet,A-15,4897.4
McDonnell Douglas F/A-18E/F Super Hornet,ER-97,1191.82
Saab Gripen,Mk.I-11,5604.01
Saab Gripen,ER-72,1871.21
Saab Gripen,200-57,5679.34
Saab Gripen,LR-73,7306.04
F-35A Lightning II,Mk.I-60,6942.45
F-35A Lightning II,A-50,7491.14
F-35A Lightning II,100-51,1970.49
F-35A Lightning II,100-46,5041.3
F-15EX Eagle II,A-27,6844.59
F-15EX Eagle II,ER-75,6978.6
F-15EX Eagle II,B-51,4533.64
F-15EX Eagle II,200-92,6086.85
B-2A Spirit,200-27,2614.66
B-2A Spirit,200-38,3573.71
B-2A Spirit,200-63,7247.9
B-2A Spirit,Mk.I-24,5066.57
C-130J Super Hercules,ER-3,4774.13
C-130J Super Hercules,A-40,533.03
C-130J Super Hercules,A-5,5635.24
C-130J Super Hercules,100-34,6838.29
RQ-4 Global Hawk,LR-44,3557.16
RQ-4 Global Hawk,Mk.I-53,2001.28
RQ-4 Global Hawk,200-89,5945.66
RQ-4 Global Hawk,Mk.I-8,1618.0
